Hostname,Operating System,Build
SALESLWCL351815M,Windows 10 Education,19043
SALESLWCL351816M,Windows 10 Education,19043
SALESLWCL351817M,Windows 10 Education,19043
SALESLWCL351818M,Windows 10 Education,19043
SALESLWCL352201M,Windows 10 Education,19043
SALESLWCL352202M,Windows 10 Education,19043
SALESLWCL352203M,Windows 10 Education,19043
SALESLWCL352204M,Windows 10 Education,19043
SALESLWCL352205M,Windows 10 Education,19043
SALESLWCL352206M,Windows 10 Education,19043
SALESLWCL352207M,Windows 10 Education,19043
SALESLWCL352208M,Windows 10 Education,19043
SALESLWCL352209M,Windows 10 Education,19043
SALESLWCL352210M,Windows 10 Education,19043
SALESLWCL352211M,Windows 10 Education,19043
SALESLWCL352212M,Windows 10 Education,19043
SALESLWCL352213M,Windows 10 Education,19043
SALESLWCL352214M,Windows 10 Education,19043
SALESLWCL352216M,Windows 10 Education,19043
SALESLWCL352217M,Windows 10 Education,19043
SALESLWCL352218M,Windows 10 Education,19043
SALESLWCL352219M,Windows 10 Education,19043
SALESLWCL352220M,Windows 10 Education,19043
SALESLWCL352221M,Windows 10 Education,19043
SALESLWCL352222M,Windows 10 Education,19043
SALESLWCL352223M,Windows 10 Education,19043
SALESLWCL352224M,Windows 10 Education,19043
SALESLWCL352225M,Windows 10 Education,19043
SALESLWCL352226M,Windows 10 Education,19043
SALESLWIN1202M,Windows 10 Education,19043
SALESLWIN1206M,Windows 10 Education,19043
SALESLWIN1212M,Windows 10 Education,19043
SALESLWIN1303M,Windows 10 Education,19043
SALESLWIN1307M,Windows 10 Education,19043
SALESLWIN1311M,Windows 10 Education,19043
SALESLWIN1314M,Windows 10 Education,19043
SALESLWIN1330M,Windows 10 Education,19043
SALESLWIN1333M,Windows 10 Education,19043
SALESLWIN1335M,Windows 10 Education,19043
SALESLWIN1336M,Windows 10 Education,19043
SALESLWIN1411M,Windows 10 Education,19043
SALESLWIN1412M,Windows 10 Education,19043
SALESLWIN1415M,Windows 10 Education,19043
SALESLWIN1418M,Windows 10 Education,19043
SALESLWIN1505M,Windows 10 Education,19043
SALESLWIN1511M,Windows 10 Education,19043
SALESLWIN1518M,Windows 10 Education,19043
SALESLWIN1520M,Windows 10 Education,19043
SALESLWIN1524M,Windows 10 Education,19043
SALESLWIN1528M,Windows 10 Education,19043
SALESLWIN2203M,Windows 10 Education,19043
SALESLWIN2505M,Windows 10 Education,19043
SALESLWIN2509M,Windows 10 Education,19043
SALESLWIN2511M,Windows 10 Education,19043
SALESLWIN2534M,Windows 10 Education,19043
SALESLWIN3330HM,Windows 10 Education,19043
SALESLWIN3505M,Windows 10 Education,19043
SALESLWIN3518M,Windows 10 Education,19043
SALESLWIN3522M,Windows 10 Education,19043
SALESLWINBA101M,Windows 10 Education,19043
SALESLWINBA102M,Windows 10 Education,19043
SALESLWINBA103M,Windows 10 Education,19043
SALESLWINBA104M,Windows 10 Education,19043
SALESLWINDC01M,Windows 10 Education,19043
SALESLWINDC02M,Windows 10 Education,19043
SALESLWINDC03M,Windows 10 Education,19043
SALESLWINDC04M,Windows 10 Education,19043
SALESLWINDC05M,Windows 10 Education,19043
SALESLWLB131804M,Windows 10 Education,19043
SALESLWLB131817M,Windows 10 Education,19043
SALESLWLB157201M,Windows 10 Education,19043
SALESLWLB157202M,Windows 10 Education,19043
SALESLWLB157203M,Windows 10 Education,19043
SALESLWLB157204M,Windows 10 Education,19043
SALESLWLB157205M,Windows 10 Education,19043
SALESLWLB157206M,Windows 10 Education,19043
SALESLWLB157207M,Windows 10 Education,19043
SALESLWLB157208M,Windows 10 Education,19043
SALESLWLB157209M,Windows 10 Education,19043
SALESLWLB157210M,Windows 10 Education,19043
SALESLWLB157211M,Windows 10 Education,19043
SALESLWLB157212M,Windows 10 Education,19043
SALESLWLB157213M,Windows 10 Education,19043
SALESLWLB157214M,Windows 10 Education,19043
SALESLWLB157215M,Windows 10 Education,19043
SALESLWLB157216M,Windows 10 Education,19043
SALESLWLB157217M,Windows 10 Education,19043
SALESLWLB157218M,Windows 10 Education,19043
SALESLWLB157219M,Windows 10 Education,19043
SALESLWLB157220M,Windows 10 Education,19043
SALESLWLB157221M,Windows 10 Education,19043
SALESLWLB157222M,Windows 10 Education,19043
SALESLWLB157223M,Windows 10 Education,19043
SALESLWLB157224M,Windows 10 Education,19043
SALESLWLB157225M,Windows 10 Education,19043
SALESLWLB157226M,Windows 10 Education,19043
SALESLWLB157227M,Windows 10 Education,19043
SALESLWLB157228M,Windows 10 Education,19043
SALESLWLB157229M,Windows 10 Education,19043
SALESLWLB157230M,Windows 10 Education,19043
SALESLWLB157231M,Windows 10 Education,19043
SALESLWLB157232M,Windows 10 Education,19043
SALESLWLB157233M,Windows 10 Education,19043
SALESLWLB157234M,Windows 10 Education,19043
SALESLWLBBA01M,Windows 10 Education,19043
SALESLWLBBA02M,Windows 10 Education,19043
SALESLWLBBA03M,Windows 10 Education,19043
SALESLWLBBA04M,Windows 10 Education,19043
SALESLWLBDC01M,Windows 10 Education,19043
SALESLWLBDC02M,Windows 10 Education,19043
SALESLWLBDC03M,Windows 10 Education,19043
SALESLWLBDC04M,Windows 10 Education,19043
SALESPS001PV,Windows Server 2012 R2 Standard,9600
SALESwk010012,Windows 10 Enterprise,19043
SALESWK010962,Windows 10 Education,18363
SALESWK012418,Windows 10 Enterprise,19042
SALESWK012891,Windows 10 Education,19043
SALESWK012917,Windows 10 Education,19043
SALESWK012918,Windows 10 Education,19043
SALESWK012919,Windows 10 Education,19044
SALESWK012920,Windows 10 Education,19044
SALESWK015539,Windows 10 Enterprise,19043
SALESWK015550,Windows 10 Education,19044
SALESWK015571,Windows 10 Education,19044
SALESWK015572,Windows 10 Enterprise,19042
SALESWK015576,Windows 10 Enterprise,19042
SALESWK015589,Windows 10 Enterprise,19042
SALESWK015590,Windows 10 Enterprise,19042
SALESWK015591,Windows 10 Enterprise,19042
SALESWK040615V,Windows 10 Enterprise,19042
SALESwk1111v,Windows 10 Enterprise,19042
SALESWK12495,Windows 10 Enterprise,19042
SALESWK16810112V,Windows 10 Education,19044
SALESWK202107FGV,Windows 10 Education,19043
SALESWK203084,Windows 10 Enterprise,19042
SALESWK207658,Windows 10 Enterprise,17134
SALESWK209440,Windows 10 Enterprise,18363
SALESWK212632,Windows 10 Enterprise,19042
SALESWK216045,Windows 10 Enterprise,17134
SALESWK218013,Windows 10 Enterprise,19042
SALESWK218034,Windows 10 Enterprise,19043
SALESWK218041,Windows 10 Enterprise,18363
SALESWK220499,Windows 10 Enterprise,17134
SALESWK221998,Windows 10 Education,19043
SALESWK222015,Windows 10 Enterprise,19041
SALESWK222128,Windows 10 Enterprise,19043
SALESWK222133,Windows 10 Enterprise,19042
SALESWK222159,Windows 10 Education,19041
SALESWK222165,Windows 10 Enterprise,19042
SALESWK222170,Windows 10 Enterprise,18362
SALESWK222174,Windows 10 Enterprise,18363
SALESWK222179A,Windows 10 Enterprise,19042
SALESWK222196,Windows 10 Enterprise,19042
SALESWK222205,Windows 10 Enterprise,19044
SALESWK222217,Windows 10 Education,19042
SALESWK222222,Windows 10 Enterprise,19042
SALESWK222226,Windows 10 Education,19041
SALESWK222227,Windows 10 Enterprise,18362
SALESWK222228,Windows 10 Enterprise,18363
SALESWK224795,Windows 10 Enterprise,19042
SALESWK224809,Windows 10 Enterprise,19042
SALESWK224863,Windows 10 Enterprise,19042
SALESWK224864,Windows 10 Enterprise,19042
SALESWK226970,Windows 10 Enterprise,19043
SALESWK227192,Windows 10 Enterprise,19042
SALESWK229548,Windows 10 Enterprise,19043
SALESWK229551,Windows 10 Enterprise,19044
SALESWK229584,Windows 10 Enterprise,19044
SALESWK229613,Windows 10 Enterprise,19043
SALESWK229672,Windows 10 Enterprise,19042
SALESWK230156,Windows 10 Enterprise,19043
SALESWK230201,Windows 10 Enterprise,19042
SALESWK230202,Windows 10 Enterprise,19043
SALESWK230204,Windows 10 Enterprise,19042
SALESWK230208,Windows 10 Enterprise,19042
SALESWK230222,Windows 10 Education,19041
SALESWK230236,Windows 10 Enterprise,19042
SALESWK230252,Windows 10 Enterprise,17134
SALESWK230261,Windows 10 Enterprise,19042
SALESWK230270,Windows 10 Enterprise,19042
SALESWK230497,Windows 10 Enterprise,19043
SALESWK230529,Windows 10 Enterprise,19043
SALESWK230545,Windows 10 Enterprise,18363
SALESWK230553,Windows 10 Enterprise,18363
SALESWK230559,Windows 10 Pro,19043
SALESWK230572,Windows 10 Enterprise,19043
SALESWK230573,Windows 10 Enterprise,19043
SALESWK230578,Windows 10 Enterprise,19042
SALESWK230579,Windows 10 Enterprise,19044
SALESWK230917,Windows 10 Enterprise,19042
SALESWK230918,Windows 10 Enterprise,19044
SALESWK233464,Windows 10 Enterprise,18363
SALESWK233485,Windows 10 Enterprise,17134
SALESWK233543,Windows 10 Enterprise,19042
SALESWK233546,Windows 10 Enterprise,19042
SALESWK233553,Windows 10 Education,19041
SALESWK235724,Windows 10 Enterprise,19042
SALESWK235734,Windows 10 Enterprise,19042
SALESWK235742,Windows 10 Enterprise,19042
SALESWK235743,Windows 10 Enterprise,19042
SALESWK235744,Windows 10 Enterprise,19043
SALESWK235749,Windows 10 Enterprise,19042
SALESWK235774,Windows 10 Enterprise,19042
SALESWK235787,Windows 10 Enterprise,19042
SALESWK235824,Windows 10 Pro,19044
SALESWK235843,Windows 10 Enterprise,19043
SALESWK235851,Windows 10 Enterprise,19042
SALESWK235859,Windows 10 Enterprise,17134
SALESWK235867,Windows 10 Enterprise,19042
SALESWK235869,Windows 10 Enterprise,19042
SALESwk235876,Windows 10 Pro,19043
SALESWK235946,Windows 10 Enterprise,19042
SALESWK235951,Windows 10 Enterprise,19042
SALESWK235955A,Windows 10 Education,19043
SALESWK235958,Windows 10 Enterprise,19042
SALESWK235967,Windows 10 Enterprise,19042
SALESWK235967M,Windows 10 Enterprise,19042
SALESWK235978,Windows 10 Enterprise,19043
SALESWK236064,Windows 10 Enterprise,19041
SALESWK236067,Windows 10 Enterprise,16299
SALESWK236069,Windows 10 Enterprise,19042
SALESWK242528,Windows 10 Enterprise,19042
SALESWK242535,Windows 10 Enterprise,18363
SALESWK242614,Windows 10 Pro for Workstations,19044
SALESWK242616,Windows 10 Enterprise,19043
SALESWK246449,Windows 10 Enterprise,19043
SALESWK246460,Windows 10 Enterprise,19042
SALESWK246476,Windows 10 Enterprise,19043
SALESwk247144,Windows 10 Enterprise,19042
SALESWK247150,Windows 10 Enterprise,19043
SALESWK247152,Windows 10 Pro,18362
SALESWK247154,Windows 10 Enterprise,19043
SALESWK247178,Windows 10 Enterprise,19042
SALESWK247183,Windows 10 Education,19044
SALESWK247200,Windows 10 Enterprise,19042
SALESWK247202,Windows 10 Enterprise,19042
SALESWK247203,Windows 10 Enterprise,19042
SALESWK247205,Windows 10 Enterprise,19042
SALESWK247206,Windows 10 Enterprise,18363
SALESWK247215,Windows 10 Enterprise,19042
SALESWK247219,Windows 10 Enterprise,19042
SALESWK247225,Windows 10 Enterprise,19042
SALESWK247228,Windows 10 Enterprise,19042
SALESWK247242,Windows 10 Enterprise,19042
SALESWK247243,Windows 10 Enterprise,19042
SALESWK247244,Windows 10 Enterprise,18363
SALESWK247245,Windows 10 Enterprise,19042
SALESWK247246,Windows 10 Enterprise,19044
SALESWK247283,Windows 10 Enterprise,19043
SALESWK247288,Windows 10 Pro,19043
SALESWK247289,Windows 10 Enterprise,19042
SALESWK247290,Windows 10 Enterprise,19043
MARKLTADRIAN,Windows 10 Enterprise,19044
MARKLTANKURS,Windows 10 Enterprise,19042
MARKLTBQUINN,Windows 10 Enterprise,19041
MARKLTCUMARU,Windows 10 Enterprise,18363
MARKLTDACHMAN-SOLED,Windows 10 Enterprise,19041
MARKLTDAGE,Windows 10 Enterprise,19044
MARKLTDAGE1,Windows 10 Enterprise,19043
MARKLTDAVIS,Windows 10 Enterprise,19042
MARKLTDLONG123,Windows 10 Enterprise,19042
MARKLTEDNAW,Windows 10 Enterprise,19042
MARKLTEDOTT,Windows 10 Enterprise,19042
MARKLTEIRWIN,Windows 10 Enterprise,19042
MARKLTGMERVILU,Windows 10 Enterprise,19042
MARKLTGONGC,Windows 10 Enterprise,19044
MARKLTGYANP,Windows 10 Enterprise,19042
MARKLTHROBERT1,Windows 10 Enterprise,19042
MARKLTILIADIS,Windows 10 Enterprise,19042
MARKLTJANEWANG,Windows 10 Enterprise,19042
MARKLTJEANRN,Windows 10 Enterprise,19042
MARKLTJGOLDHAR,Windows 10 Enterprise,19042
MARKLTJGOLDS10,Windows 10 Education,18363
MARKLTJRENNER,Windows 10 Enterprise,19042
MARKLTKEDGERTO,Windows 10 Enterprise,19043
MARKLTKIARJ,Windows 10 Enterprise,19042
MARKLTKJRLIU2,Windows 10 Enterprise,19042
MARKLTKLITTLE,Windows 10 Enterprise,19042
MARKLTKWEILAND,Windows 10 Enterprise,19041
MARKLTMARION,Windows 10 Enterprise,19042
MARKLTMCH,Windows 10 Enterprise,18363
MARKLTMDELLOMO,Windows 10 Pro,19044
MARKLTMILCH,Windows 10 Enterprise,19042
MARKLTMPRANGE,Windows 10 Enterprise,19042
MARKLTNEWCOMB2,Windows 10 Enterprise,19043
MARKLTPBRYANT3,Windows 10 Enterprise,19042
MARKLTPECKERAR,Windows 10 Pro,19042
MARKLTPGOVIND5,Windows 10 Pro,19041
MARKLTRDGOMEZ,Windows 10 Enterprise,19042
MARKLTRDGOMEZ1,Windows 10 Enterprise,19042
MARKLTROMERO,Windows 10 Pro,19042
MARKLTSAFAR,Windows 10 Enterprise,19042
MARKLTSTAMETS,Windows 10 Enterprise,19042
MARKLTSTEINA,Windows 10 Pro,19042
MARKLTTRETTER,Windows 10 Enterprise,19042
MARKLTUGLOAN,Windows 10 Enterprise,19042
MARKLTULUKUS,Windows 10 Enterprise,19042
MARKLTXDEAN,Windows 10 Enterprise,19043
MARKLW461-01,Windows 10 Enterprise,19042
MARKLW461-02,Windows 10 Enterprise,19042
MARKLW461-03,Windows 10 Enterprise,19042
MARKLW461-04,Windows 10 Enterprise,19042
MARKLW461-05,Windows 10 Enterprise,19042
MARKLW461-06,Windows 10 Enterprise,19042
MARKLW461-07,Windows 10 Enterprise,19042
MARKLW461-08,Windows 10 Enterprise,19042
MARKLWMESA-02,Windows 10 Enterprise,19042
MARKLWMESA-03,Windows 10 Enterprise,19042
MARKWKABSHIRE,Windows 10 Enterprise,19043
MARKWKAVW1305,Windows 10 Enterprise,19043
MARKWKAVW1309A,Windows 10 Enterprise,19042
MARKWKAVW1309B,Windows 10 Enterprise,19042
MARKWKAVW1309C,Windows 10 Pro,19042
MARKWKAVW1309D,Windows 10 Enterprise,19042
MARKWKAVW1309E,Windows 10 Enterprise,19042
MARKWKAVW1313D,Windows 10 Enterprise,19042
MARKWKAVW1323,Windows 10 Enterprise,19042
MARKWKAVW1325,Windows 10 Enterprise,19042
MARKWKAVW1327,Windows 10 Enterprise,18363
MARKWKAVW1333,Windows 10 Enterprise,19042
MARKWKAVW1337,Windows 10 Enterprise,19042
MARKWKAVW1338A,Windows 10 Enterprise,19042
MARKWKAVW1338B,Windows 10 Enterprise,19042
MARKWKAVW1339,Windows 10 Enterprise,19042
MARKWKAVW1355A,Windows 10 Enterprise,19042
MARKWKAVW1355B,Windows 10 Enterprise,19042
MARKWKAVW1359,Windows 10 Enterprise,19042
MARKWKAVW1365,Windows 10 Enterprise,19042
MARKWKAVW1415,Windows 10 Enterprise,19044
MARKWKAVW1418A,Windows 10 Enterprise,19042
MARKWKAVW1418B,Windows 10 Enterprise,19042
MARKWKAVW1418D,Windows 10 Enterprise,19042
MARKWKAVW1430A,Windows 10 Enterprise,17763
MARKWKAVW1430B,Windows 10 Enterprise,19042
MARKWKAVW1433B,Windows 10 Enterprise,19042
MARKWKAVW2307,Windows 10 Enterprise,19042
MARKWKAVW2320A,Windows 10 Enterprise,19042
MARKWKAVW2320D,Windows 10 Enterprise,19042
MARKWKAVW2320E,Windows 10 Enterprise,19042
MARKWKAVW2320F,Windows 10 Enterprise,19044
MARKWKAVW2320G,Windows 10 Enterprise,19043
MARKWKAVW2320H,Windows 10 Enterprise,19042
MARKWKAVW2325,Windows 10 Enterprise,19042
MARKWKAVW2328,Windows 10 Enterprise,19042
MARKWKAVW2332B,Windows 10 Enterprise,19042
MARKWKAVW2332C,Windows 10 Enterprise,19042
MARKWKAVW2332D,Windows 10 Enterprise,17763
MARKWKAVW2333,Windows 10 Enterprise,19042
MARKWKAVW2335,Windows 10 Enterprise,19042
MARKWKAVW2337,Windows 10 Enterprise,19042
MARKWKAVW2347,Windows 10 Enterprise,19042
MARKWKAVW2349,Windows 10 Enterprise,19042
MARKWKAVW2352,Windows 10 Enterprise,19043
MARKWKAVW2365,Windows 10 Enterprise,19042
MARKWKAVW2367,Windows 10 Enterprise,19042
MARKWKAVW2373,Windows 10 Enterprise,19042
MARKWKAVW2402,Windows 10 Enterprise,19043
MARKWKAVW2405,Windows 10 Enterprise,19042
MARKWKAVW2406,Windows 10 Enterprise,18363
MARKWKAVW2407,Windows 10 Enterprise,19042
MARKWKAVW2409,Windows 10 Enterprise,18363
MARKWKAVW2410A,Windows 10 Enterprise,18363
MARKWKAVW2410B,Windows 10 Enterprise,19042
MARKWKAVW2410C,Windows 10 Enterprise,18363
MARKWKAVW2410D,Windows 10 Enterprise,18363
MARKWKAVW2415A,Windows 10 Enterprise,19042
MARKWKAVW2415B,Windows 10 Enterprise,19042
MARKWKAVW2415C,Windows 10 Enterprise,19042
MARKWKAVW2417,Windows 10 Enterprise,19042
MARKWKAVW2419,Windows 10 Enterprise,19042
MARKWKAVW2421,Windows 10 Enterprise,19042
MARKWKAVW2423,Windows 10 Enterprise,19042
MARKWKAVW2425,Windows 10 Enterprise,19042
MARKWKAVW2426A,Windows 10 Enterprise,19042
MARKWKAVW2427,Windows 10 Enterprise,19042
MARKWKAVW2429,Windows 10 Enterprise,19044
MARKWKAVW2431,Windows 10 Enterprise,19042
MARKWKAVW2433,Windows 10 Enterprise,19042
MARKWKAVW2434A,Windows 10 Enterprise,19042
MARKWKAVW2434B,Windows 10 Enterprise,19042
MARKWKAVW2435,Windows 10 Enterprise,19042
MARKWKAVW2437,Windows 10 Enterprise,19042
MARKWKAVW2439,Windows 10 Enterprise,19042
MARKWKAVW2449,Windows 10 Enterprise,19042
MARKWKAVW2454B,Windows 10 Enterprise,19042
MARKWKAVW2454C,Windows 10 Enterprise,19042
MARKWKAVW2454D,Windows 10 Enterprise,19042
MARKWKAVW2454U,Windows 10 Enterprise,19043
MARKWKAVW2454V,Windows 10 Enterprise,19043
MARKWKAVW2454W,Windows 10 Enterprise,19043
MARKWKAVW2454X,Windows 10 Enterprise,19043
MARKWKAVW2454Y,Windows 10 Enterprise,19043
MARKWKAVW2454Z,Windows 10 Enterprise,19043
MARKWKAVW2457,Windows 10 Enterprise,19042
MARKWKAVW2460A,Windows 10 Enterprise,19042
MARKWKAVW2460B,Windows 10 Enterprise,19042
MARKWKAVW2465,Windows 10 Enterprise,18363
MARKWKAVW2467F,Windows 10 Enterprise,19042
MARKWKAVW3301,Windows 10 Enterprise,19042
MARKWKAVWJESSE,Windows 10 Enterprise,19042
MARKWKAVWPOTATO,Windows 10 Enterprise,19042
MARKWKDAVIS,Windows 10 Pro,19042
MARKWKETONY,Windows 10 Enterprise,19042
MARKWKKEB2122,Windows 10 Enterprise,19042
MARKWKKEB2124,Windows 10 Enterprise,19042
MARKWKKEB2128,Windows 10 Enterprise,19042
MARKWKKEB2134B,Windows 10 Enterprise,19042
MARKWKKEB2138A,Windows 10 Enterprise,19042
MARKWKKEB2138C,Windows 10 Enterprise,19042
MARKWKKEB2140B,Windows 10 Enterprise,19042
MARKWKKEB2140C,Windows 10 Enterprise,19042
MARKWKKEB2141A,Windows 10 Enterprise,19042
MARKWKKEB2141B,Windows 10 Enterprise,19042
MARKWKKEB2141C,Windows 10 Enterprise,19042
MARKWKKEB2211H,Windows 10 Enterprise,19042
MARKWKKEB2211I,Windows 10 Enterprise,19042
MARKWKKEB2211J,Windows 10 Enterprise,19042
MARKWKKEB2211K,Windows 10 Enterprise,19042
MARKWKKEB2211O,Windows 10 Enterprise,19042
MARKWKKEB2226C,Windows 10 Enterprise,19042
MARKWKKEB2228A,Windows 10 Enterprise,19042
MARKWKKEB2228B,Windows 10 Enterprise,19042
MARKWKKEB2232,Windows 10 Enterprise,19042
MARKWKKEB2234A,Windows 10 Enterprise,18363
MARKWKKEB2238A,Windows 10 Enterprise,19042
MARKWKKEB2238C,Windows 10 Enterprise,19042
MARKWKKEB2238D,Windows 10 Enterprise,18363
MARKWKKEB2240A,Windows 10 Enterprise,19042
MARKWKKEB2240C,Windows 10 Enterprise,19042
MARKWKKEB2242A,Windows 10 Enterprise,19042
MARKWKKEB2242C,Windows 10 Enterprise,19042
MARKWKKEB2243A,Windows 10 Enterprise,19042
MARKWKKEB2243M,Windows 10 Enterprise,19042
MARKWKKEB2243N,Windows 10 Enterprise,19042
MARKWKKEB2243Q,Windows 10 Enterprise,19043
MARKWKKEB2243T,Windows 10 Enterprise,19042
MARKWKKEB2243W,Windows 10 Enterprise,19042
MARKWKKEB2243X,Windows 10 Enterprise,19042
MARKWKKEB2244A,Windows 10 Enterprise,19042
MARKWKKEB2244B,Windows 10 Enterprise,19042
MARKWKKEB2244C,Windows 10 Enterprise,19042
MARKWKTRETTER,Windows 10 Enterprise,19043
MARKWKYEUNG-HOME,Windows 10 Enterprise,19042
MARKWKZAKIHOME,Windows 10 Enterprise,19042
MARKWKZAKIHOME1,Windows 10 Enterprise,19044